#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_stonewall;Stonewall;;;;;;;;;;;;;x
rise_of_consumerism;Rise of Consumerism;;;;;;;;;;;;;x
sayyid;Heir of the Prophet;;;;;;;;;;;;;x
sayyid_desc;This character is patrilineally descended from the founder of Consumerism.;;;;;;;;;;;;;x
investor;Investor;;;;;;;;;;;;;x
investor_desc;This character is descended from one of the Investors, the nine companions of the Prophet of Consumerism.;;;;;;;;;;;;;x
mirza;Descendant of the Prophet;;;;;;;;;;;;;;;;x
mirza_desc;This character is matrilineally descended from the founder of Consumerism.;;;;;;;;;;;;;x
confederated;Confederated;;;;;;;;;;;;;x
confederated_DESC;The Confederated Church of Canada was formed from the unification of the Anglican Church and the Ursuline See. The head of the Church is the Prime Minister, who also serves as an advisor to the Emperor of Canada.;;;;;;;;;;;;;x
CB_NAME_KINGDOM_ADVENTURE;Viceroy's Adventure;;;;;;;;;;;;;x
WAR_KINGDOM_ADVENTURE;$ORDER$Viceroy Adventure War;;;;;;;;;;;;;x
hijolly_adventure_desc;On account of holy revelation, the Viceroy has declared there to be great oppression and persecution afar, and seeing such, has marched with intent to liberate.;;;;;;;;;;;;;x

job_spiritual_atomicist;Court Physicist;;;;;;;;;;;;;x
temple_baron_atomicist;Adjunct;;;;;;;;;;;;;x
temple_baron_female_atomicist;Adjunct;;;;;;;;;;;;;x
temple_baron_atomicists;Adjuncts;;;;;;;;;;;;;x
temple_barony_of_atomicist;Laboratory of;;;;;;;;;;;;;x
temple_count_atomicist;Professor;;;;;;;;;;;;;x
temple_count_female_atomicist;Professor;;;;;;;;;;;;;x
temple_county_of_atomicist;College of;;;;;;;;;;;;;x
temple_duke_atomicist;Lord Provost;;;;;;;;;;;;;x
temple_duke_female_atomicist;Lord Provost;;;;;;;;;;;;;x
temple_duchy_of_atomicist;University of;;;;;;;;;;;;;x
temple_king_atomicist;King-Provost;;;;;;;;;;;;;x
temple_king_female_atomicist;Queen-Provost;;;;;;;;;;;;;x
temple_kingdom_of_atomicist;Grand University of;;;;;;;;;;;;;x
temple_emperor_atomicist;Academy President;;;;;;;;;;;;;x
